path,verdict,useless,reason,action,bytes,lines,parse_status,sha256_12
etl/datasets/2x55-9wxm.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,447,20,valid-yaml,52ef39022db6
etl/datasets/2zn7-bez3.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,262,14,valid-yaml,9653cf84e77a
etl/datasets/36vw-pbq2.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,292,14,valid-yaml,7d3d84ecbbf6
etl/datasets/3hdv-smhz.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,321,17,valid-yaml,3bbce161ecf9
etl/datasets/3xwx-53wt.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,830,27,valid-yaml,b8eb743ba6f5
etl/datasets/3y4s-dmxy.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,291,15,valid-yaml,f7f01ddeea13
etl/datasets/4bku-d9az.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,370,15,valid-yaml,5e5941924a59
etl/datasets/4ex9-j3n8.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,383,18,valid-yaml,a0f5d74644c8
etl/datasets/4n4q-k399.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,367,19,valid-yaml,74b844668b98
etl/datasets/4qkq-csdn.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,289,14,valid-yaml,1a3fdd2fe69b
etl/datasets/4u2m-pguf.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,404,19,valid-yaml,31f47c31c777
etl/datasets/5c2k-ahfc.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,314,15,valid-yaml,d77fa929a18e
etl/datasets/5n52-6rih.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,259,14,valid-yaml,363b93167db4
etl/datasets/5phs-yqfw.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,327,14,valid-yaml,ac65386a9d0c
etl/datasets/5u9e-g5w9.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1972,53,valid-yaml,ff084d45e10d
etl/datasets/5wck-szir.yml,KEEP,NO,Active context YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1903,53,valid-yaml,3b64dc2b4818
etl/datasets/6cat-2gcs.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,279,14,valid-yaml,ac7fde41883f
etl/datasets/6cta-vqaf.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,341,14,valid-yaml,9dda3d00bdb1
etl/datasets/6eyy-q57b.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,343,14,valid-yaml,a967c750e16c
etl/datasets/6hqw-m3dm.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,277,14,valid-yaml,26fd041352d3
etl/datasets/7fix-nd37.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,281,14,valid-yaml,c1393b763385
etl/datasets/7jfv-7spn.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,336,14,valid-yaml,e315c73161fe
etl/datasets/7y2j-43cv.yml,KEEP,NO,Active context YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1190,38,valid-yaml,81a46f911378
etl/datasets/8cnh-7asj.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,370,18,valid-yaml,4555d9ef7d78
etl/datasets/8qxx-ubmq.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,987,33,valid-yaml,03dd8d1748ef
etl/datasets/8tz7-h3eu.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1769,44,valid-yaml,b07672412f25
etl/datasets/9sue-ezhx.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,344,17,valid-yaml,03d4489308f9
etl/datasets/9xdg-hm6t.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,262,14,valid-yaml,fa04ab142e05
etl/datasets/a65q-6den.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,262,14,valid-yaml,2e1a62069bcf
etl/datasets/a86w-fh92.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,2109,67,valid-yaml,612e0e68f262
etl/datasets/acs4-3wgp.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,312,15,valid-yaml,1343b28ca2ed
etl/datasets/ahbx-upcu.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,262,14,valid-yaml,69970a223abd
etl/datasets/b6m4-qgqv.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,287,14,valid-yaml,e20e37613e74
etl/datasets/bpij-5vy9.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,363,15,valid-yaml,4299f2f8484f
etl/datasets/br9a-gygu.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,389,19,valid-yaml,8f2be7d589d7
etl/datasets/c36g-9fc2.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,1364,39,valid-yaml,46d595c57945
etl/datasets/c82u-588k.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1797,46,valid-yaml,9b4a48a9a3bf
etl/datasets/cb9c-h8sn.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,633,22,valid-yaml,8c4ab07192ec
etl/datasets/ceth-n4bn.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,346,17,valid-yaml,6f88d791f36f
etl/datasets/cf9k-55fw.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,314,16,valid-yaml,c01a10077bfb
etl/datasets/cfw5-qzt5.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,346,16,valid-yaml,8d8d02a7fc44
etl/datasets/cm2t-qreq.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,310,14,valid-yaml,6a01944a92f3
etl/datasets/cmgp-8z8t.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,262,14,valid-yaml,09c3ddb81b06
etl/datasets/ctcp-462n.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,292,14,valid-yaml,2e9bf7f25546
etl/datasets/cwhv-7fnp.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,834,26,valid-yaml,175448ebb685
etl/datasets/d9na-abhe.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,688,25,valid-yaml,766a11c9d220
etl/datasets/dd55-74ss.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,259,14,valid-yaml,5f21f4e9f87e
etl/datasets/dmgg-8hin.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,819,29,valid-yaml,fd3bf424e1cd
etl/datasets/e2u2-swiw.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,335,17,valid-yaml,b8ae9bd655ae
etl/datasets/e88h-vxzi.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,288,14,valid-yaml,2daea53d5d4b
etl/datasets/e8s8-v85a.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,262,14,valid-yaml,005501627274
etl/datasets/e967-4a8r.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,339,14,valid-yaml,ebcef1107fbf
etl/datasets/epkg-mphw.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,287,15,valid-yaml,c204a3868aff
etl/datasets/epzv-8ck4.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,648,23,valid-yaml,4dfe48298b2e
etl/datasets/f789-7hwg.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,550,27,valid-yaml,618bb272545a
etl/datasets/ff7q-jcdw.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,341,14,valid-yaml,b9ac6b9bc0d0
etl/datasets/fr8e-58py.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,267,14,valid-yaml,dbb9f8b1ac20
etl/datasets/fwf9-c4xb.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,262,14,valid-yaml,59d4c1417aef
etl/datasets/gaic-b8aw.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,333,14,valid-yaml,535ab72a62c9
etl/datasets/gbry-rnq4.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1855,46,valid-yaml,b2b513b94695
etl/datasets/gjp9-cutm.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,279,14,valid-yaml,e4f6bd8fa6bd
etl/datasets/gra4-pcp2.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,1076,37,valid-yaml,e009332bf66d
etl/datasets/h2yr-zfb2.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,342,15,valid-yaml,10ee02430551
etl/datasets/h7zv-k39x.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,384,19,valid-yaml,129b32fe2041
etl/datasets/hb3d-dyp7.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,267,14,valid-yaml,2635b93eca92
etl/datasets/hd6e-hz7c.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,262,14,valid-yaml,e2fa6da4c17f
etl/datasets/hgi6-6wh3.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,402,21,valid-yaml,e34255206a9e
etl/datasets/htue-emaw.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,267,14,valid-yaml,7952dc86f144
etl/datasets/iaeu-rcn6.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,291,16,valid-yaml,46fa47799dbe
etl/datasets/ibyt-yi2f.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,921,33,valid-yaml,34e666be2f57
etl/datasets/it5q-hg94.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1374,45,valid-yaml,f54f1a33c329
etl/datasets/ityv-bxct.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1655,54,valid-yaml,fe6485078918
etl/datasets/iuc2-3r6h.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,701,24,valid-yaml,617570193c16
etl/datasets/j9sd-zau5.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,371,17,valid-yaml,83eb363fc90d
etl/datasets/jbjy-vk9h.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,4226,110,valid-yaml,dff0be6ad3fe
etl/datasets/jgra-rz2t.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1361,43,valid-yaml,c759f8f2545f
etl/datasets/ji8i-4anb.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,324,14,valid-yaml,768b4589b470
etl/datasets/jr8e-e8tu.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1321,35,valid-yaml,f74ec9e131c6
etl/datasets/jzzx-knyw.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,267,14,valid-yaml,20aeacc27f80
etl/datasets/k67a-zkz9.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,435,20,valid-yaml,277e481c56e3
etl/datasets/kg2d-yfyg.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,320,16,valid-yaml,906cb46326c9
etl/datasets/mfmm-jqmq.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1143,33,valid-yaml,0eeaa5906e49
etl/datasets/mj4p-5iuv.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,262,14,valid-yaml,1249021f889f
etl/datasets/mxk5-ce6w.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,326,15,valid-yaml,a0e4710c3413
etl/datasets/mzgh-shtp.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,949,33,valid-yaml,b4805caf9d0b
etl/datasets/n5yy-8nav.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1524,45,valid-yaml,adf79e7eca55
etl/datasets/nb3d-v3n7.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1356,37,valid-yaml,baf6abc0fc9a
etl/datasets/nfdm-7zai.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,306,15,valid-yaml,bf44c90ef38d
etl/datasets/nudc-7mev.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,342,15,valid-yaml,9f62baf9cd1e
etl/datasets/p6dx-8zbt.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,2862,74,valid-yaml,5c50f041a607
etl/datasets/pfdp-zks5.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,299,14,valid-yaml,3d14d5771b78
etl/datasets/prdx-nxyp.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,356,19,valid-yaml,4c3f154e59ff
etl/datasets/prwj-nzxa.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,296,14,valid-yaml,f31848c9e662
etl/datasets/ps88-5e3v.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,287,14,valid-yaml,21079254243b
etl/datasets/qddk-cgux.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,4140,113,valid-yaml,97d4a7bad4c1
etl/datasets/qhpu-8ixx.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,326,14,valid-yaml,615541ee1e35
etl/datasets/qkv4-ek54.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1584,51,valid-yaml,c409d1fe4eec
etl/datasets/qmzu-gj57.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1265,41,valid-yaml,cfe6c37775a2
etl/datasets/r3d5-pipz.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,319,14,valid-yaml,cbff4baffb53
etl/datasets/rgxm-mmea.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,363,18,valid-yaml,3eb97b0004e3
etl/datasets/rnvb-vnyh.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,327,16,valid-yaml,dc19ec55ad9f
etl/datasets/rpmr-utcd.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1841,52,valid-yaml,f58a9f162d09
etl/datasets/rs3u-8r4q.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,291,14,valid-yaml,a32f7bba04bc
etl/datasets/rtck-inie.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,262,14,valid-yaml,dae69a6b5fa9
etl/datasets/rtxu-twjm.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,293,15,valid-yaml,2c03893d6df0
etl/datasets/rvii-eis8.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,305,14,valid-yaml,1abae9d79957
etl/datasets/s484-c9k3.yml,KEEP,NO,Active core YAML source contract; not useless.,Keep active contracts; separate placeholders from ingest runs.,1592,53,valid-yaml,b606cace6ee9
etl/datasets/s87b-tjcc.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,318,14,valid-yaml,ecafdca24580
etl/datasets/s97v-q3tx.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,357,18,valid-yaml,a390ee5bf65b
etl/datasets/sasi-u68b.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,307,15,valid-yaml,cd3de6b15b40
etl/datasets/skc9-met7.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,1023,30,valid-yaml,5538a8f3ca30
etl/datasets/sr9n-792w.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,340,16,valid-yaml,f482a22c3a14
etl/datasets/st4x-g6gz.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,262,14,valid-yaml,ac193cfe4620
etl/datasets/tauh-5jvn.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,360,19,valid-yaml,febd2acbc9a5
etl/datasets/thwd-ivmp.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,313,17,valid-yaml,425a59531326
etl/datasets/tic6-rbue.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,352,16,valid-yaml,973e9b0aafd4
etl/datasets/tmmn-mpqc.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,context catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,761,24,valid-yaml,4a65b22f11df
etl/datasets/tnbg-fy2n.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,284,14,valid-yaml,28823f60d474
etl/datasets/tv9x-wfg5.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,262,14,valid-yaml,26729e029143
etl/datasets/u37r-hjmu.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,425,20,valid-yaml,d2cd041b0226
etl/datasets/u4ze-bi7k.yml,BACKLOG_PLACEHOLDER,NO_BUT_INACTIVE,core catalog placeholder; useful as backlog metadata but not an ingestable source yet.,Keep active contracts; separate placeholders from ingest runs.,314,15,valid-yaml,0c6f35904bcb
